BAD,LOAN,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,REASON_HomeImp
1,21200,101250.0,1.0,1,0,44.0,7,49,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
1,23000,78000.0,17.8,2,1,100.0,0,28,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,22400,105881.0,6.0,0,0,125.0,0,14,32.778270828,0.0,1.0,0.0,0.0,0.0,1.0
0,8200,49331.0,9.0,0,0,306.0,2,12,33.718613864,0.0,1.0,0.0,0.0,0.0,1.0
0,36500,195729.0,23.0,0,0,183.0,0,22,37.405509575,0.0,0.0,1.0,0.0,0.0,0.0
0,32600,125000.0,30.0,0,0,341.0,0,20,34.749171693,0.0,0.0,0.0,0.0,0.0,0.0
0,34000,103563.0,3.0,0,0,173.0,2,24,36.91389765,1.0,0.0,0.0,0.0,0.0,0.0
0,21700,67023.0,25.0,0,0,294.0,1,32,34.285372575,0.0,1.0,0.0,0.0,0.0,0.0
0,18300,59552.0,15.0,0,0,184.0,1,19,36.299617975,0.0,0.0,1.0,0.0,0.0,0.0
0,33900,172094.0,12.0,1,0,167.0,1,27,42.318899224,0.0,0.0,0.0,0.0,0.0,0.0
1,13900,167164.0,8.0,2,6,112.0,5,38,91.612599977,0.0,0.0,1.0,0.0,0.0,0.0
1,1800,57037.0,5.0,3,2,77.0,1,17,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,24400,118423.0,8.0,0,1,127.0,0,18,26.273908099,0.0,0.0,1.0,0.0,0.0,0.0
0,8400,125912.0,9.0,0,0,181.0,1,21,40.715178041,0.0,1.0,0.0,0.0,0.0,1.0
0,8100,50434.0,5.0,0,0,76.0,0,18,24.545192137,0.0,1.0,0.0,0.0,0.0,1.0
0,20300,55027.0,7.0,0,0,224.0,0,13,40.326049305,0.0,1.0,0.0,0.0,0.0,0.0
0,8300,63424.0,2.0,0,0,98.0,2,12,36.587869801,0.0,1.0,0.0,0.0,0.0,1.0
1,20000,88772.0,7.0,2,5,146.0,1,43,34.749171693,0.0,0.0,0.0,0.0,1.0,0.0
1,2500,20200.0,18.0,0,0,136.0,1,19,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,14200,62044.0,6.0,0,0,107.0,2,49,29.057908417,0.0,1.0,0.0,0.0,0.0,0.0
0,8400,55000.0,1.0,0,0,169.0,1,21,34.749171693,1.0,0.0,0.0,0.0,0.0,0.0
1,8700,70244.0,8.0,0,0,107.0,0,19,31.891314262,0.0,1.0,0.0,0.0,0.0,1.0
0,26500,267675.0,6.0,0,0,229.0,1,50,37.740918996,0.0,0.0,0.0,0.0,1.0,1.0
0,25400,243327.0,27.0,0,0,350.0,0,19,37.820054519,0.0,0.0,1.0,0.0,0.0,1.0
0,11800,65535.0,11.0,0,0,108.0,1,18,32.783483568,0.0,0.0,0.0,0.0,0.0,0.0
1,15700,125860.0,1.0,0,0,300.0,0,0,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,10800,184667.0,7.0,0,0,212.0,0,19,33.920789966,0.0,1.0,0.0,0.0,0.0,0.0
0,9000,38290.0,4.0,0,0,266.0,0,12,23.703067187,0.0,1.0,0.0,0.0,0.0,0.0
1,17900,135917.0,1.0,1,2,138.0,0,16,38.289202295,0.0,0.0,0.0,0.0,1.0,0.0
0,25100,59783.0,7.0,0,0,308.0,0,19,39.277021984,0.0,1.0,0.0,0.0,0.0,0.0
0,7100,180104.0,8.0,0,0,222.0,0,18,32.674358967,0.0,1.0,0.0,0.0,0.0,0.0
0,13300,182014.0,7.0,0,0,198.0,3,25,41.987115537,0.0,0.0,1.0,0.0,0.0,0.0
0,45700,174711.0,11.0,0,0,171.0,0,5,37.730751386,0.0,0.0,0.0,0.0,1.0,0.0
0,11400,78051.0,6.0,0,0,96.0,2,14,27.173232225,1.0,0.0,0.0,0.0,0.0,0.0
0,22600,99152.0,0.0,0,0,195.0,0,26,33.404212205,0.0,0.0,1.0,0.0,0.0,0.0
0,21500,184241.0,8.0,0,0,311.0,0,16,44.590155228,0.0,0.0,0.0,0.0,0.0,1.0
0,21800,122335.0,3.0,0,0,213.0,1,26,34.84691939,0.0,0.0,0.0,0.0,1.0,0.0
0,25300,62536.0,18.0,0,0,189.0,0,22,30.746724366,1.0,0.0,0.0,0.0,0.0,0.0
0,12100,74539.0,17.0,0,0,200.0,0,15,23.130971888,0.0,0.0,1.0,0.0,0.0,0.0
0,27200,134864.0,10.0,0,1,151.0,0,29,40.880494666,1.0,0.0,0.0,0.0,0.0,0.0
1,11600,69774.0,5.0,0,0,92.0,0,12,72.264093333,0.0,0.0,0.0,0.0,0.0,0.0
1,27700,111627.0,20.0,0,0,87.0,0,4,84.61388869,0.0,0.0,0.0,0.0,1.0,0.0
0,14000,60000.0,27.0,1,0,281.0,1,17,34.749171693,0.0,0.0,0.0,0.0,0.0,0.0
1,15000,58488.0,2.0,0,0,267.0,0,48,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,17000,93091.0,4.0,0,0,115.0,1,21,37.50862467,0.0,0.0,1.0,0.0,0.0,0.0
0,18900,49442.0,2.0,0,0,77.0,1,9,38.8759867,1.0,0.0,0.0,0.0,0.0,0.0
0,14000,88500.0,9.0,0,0,107.0,0,11,34.749171693,1.0,0.0,0.0,0.0,0.0,1.0
1,14000,70525.0,3.0,3,3,206.0,2,51,34.749171693,1.0,0.0,0.0,0.0,0.0,0.0
1,40000,88772.0,5.0,7,1,304.0,6,21,34.749171693,0.0,0.0,0.0,0.0,0.0,0.0
0,25000,93400.0,10.0,0,0,149.0,0,21,34.749171693,1.0,0.0,0.0,0.0,0.0,0.0
1,37300,86172.0,2.0,0,6,236.0,2,25,114.0505277,0.0,0.0,0.0,0.0,1.0,1.0
0,28900,285000.0,15.0,0,1,259.0,2,26,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,13700,81068.0,0.0,0,0,108.0,3,10,37.846648093,0.0,1.0,0.0,0.0,0.0,0.0
0,15700,28198.0,12.0,0,0,88.0,2,9,32.445475521,0.0,1.0,0.0,0.0,0.0,0.0
1,20000,308600.0,2.0,1,0,275.0,0,30,34.749171693,0.0,0.0,1.0,0.0,0.0,1.0
0,21300,141859.0,10.0,0,0,162.0,0,23,31.987636327,0.0,0.0,1.0,0.0,0.0,1.0
0,7100,76985.0,0.0,0,0,108.0,0,7,36.337557557,0.0,1.0,0.0,0.0,0.0,1.0
0,20900,105434.0,7.0,2,0,242.0,1,13,40.163650532,0.0,1.0,0.0,0.0,0.0,0.0
0,24900,146815.0,19.0,1,0,165.0,1,25,39.345858588,0.0,0.0,1.0,0.0,0.0,0.0
1,14100,84979.0,1.0,0,0,175.0,2,23,50.276214936,0.0,0.0,0.0,0.0,0.0,1.0
0,24300,68199.0,7.0,0,0,71.0,1,19,36.496201084,0.0,1.0,0.0,0.0,0.0,0.0
0,11100,52910.0,21.0,1,1,224.0,1,18,34.947076581,0.0,0.0,0.0,0.0,0.0,1.0
0,22000,91744.0,0.0,0,0,145.0,0,21,34.347908749,1.0,0.0,0.0,0.0,0.0,0.0
0,5400,52040.0,8.0,1,0,189.0,3,18,24.701136262,1.0,0.0,0.0,0.0,0.0,1.0
0,32900,66056.0,0.0,0,0,108.0,1,6,37.189551645,0.0,1.0,0.0,0.0,0.0,0.0
1,10000,35500.0,5.0,0,2,186.0,1,10,34.749171693,1.0,0.0,0.0,0.0,0.0,1.0
0,14200,74648.0,2.0,0,0,138.0,2,35,40.289761298,0.0,0.0,1.0,0.0,0.0,0.0
1,5200,39527.0,0.0,0,0,158.0,1,13,72.670433313,0.0,1.0,0.0,0.0,0.0,1.0
0,17500,138550.0,3.0,2,0,115.0,3,16,32.176380263,1.0,0.0,0.0,0.0,0.0,0.0
0,14700,39102.0,8.0,0,0,71.0,2,11,29.151698162,0.0,1.0,0.0,0.0,0.0,1.0
0,10100,73085.0,5.0,0,1,252.0,1,16,38.727417297,0.0,1.0,0.0,0.0,0.0,1.0
0,37900,272874.0,3.0,0,0,250.0,0,32,31.427582447,0.0,0.0,1.0,0.0,0.0,0.0
0,23500,138953.0,13.0,0,0,110.0,3,15,41.841690898,0.0,1.0,0.0,0.0,0.0,0.0
0,22700,134653.0,7.0,0,0,220.0,1,21,27.284560734,0.0,0.0,1.0,0.0,0.0,0.0
0,24400,154860.0,3.0,0,0,297.0,0,25,38.493132607,0.0,0.0,0.0,0.0,0.0,0.0
0,22000,60115.0,27.0,0,1,213.0,0,24,25.576809652,0.0,1.0,0.0,0.0,0.0,0.0
0,10200,56206.0,8.0,1,0,116.0,1,25,22.313705147,0.0,1.0,0.0,0.0,0.0,0.0
0,19300,103026.0,13.0,0,0,169.0,0,27,34.876358722,0.0,0.0,0.0,0.0,0.0,1.0
1,17400,112115.0,0.0,6,0,179.0,2,46,41.117887486,0.0,1.0,0.0,0.0,0.0,0.0
0,14900,57095.0,4.0,0,0,239.0,1,35,38.171623527,0.0,0.0,1.0,0.0,0.0,0.0
0,17400,78121.0,1.0,0,0,117.0,0,9,27.133989435,0.0,0.0,0.0,0.0,0.0,0.0
0,15700,99157.0,22.0,0,0,245.0,1,23,38.328188879,0.0,0.0,1.0,0.0,0.0,1.0
1,40000,225000.0,2.0,0,4,158.0,3,28,34.749171693,0.0,0.0,0.0,0.0,1.0,0.0
0,26700,114647.0,10.0,0,1,127.0,0,19,27.056726972,0.0,0.0,1.0,0.0,0.0,0.0
1,3500,38666.0,11.0,0,0,162.0,0,14,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,9300,105493.0,2.0,0,0,63.0,2,23,39.38611808,0.0,0.0,0.0,0.0,0.0,0.0
0,25100,98964.0,16.0,0,1,126.0,0,29,38.372223501,0.0,1.0,0.0,0.0,0.0,0.0
0,5000,87168.0,4.0,0,0,123.0,0,15,40.616779346,0.0,1.0,0.0,0.0,0.0,1.0
1,10800,66700.0,2.0,0,0,111.0,5,26,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
1,25900,73249.0,2.0,0,0,109.0,3,22,31.809085921,0.0,1.0,0.0,0.0,0.0,0.0
0,16700,83146.0,2.0,0,0,309.0,3,15,43.48806641,0.0,1.0,0.0,0.0,0.0,0.0
1,12300,66603.0,6.0,0,1,80.0,1,11,40.01910455,1.0,0.0,0.0,0.0,0.0,1.0
0,29700,79463.0,0.0,0,0,161.0,3,19,40.261962227,1.0,0.0,0.0,0.0,0.0,0.0
1,25000,231000.0,7.0,1,3,107.0,1,27,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,9800,206201.0,12.0,0,0,3.0,6,7,21.28386768,0.0,0.0,0.0,0.0,1.0,1.0
0,38900,270751.0,4.0,0,0,246.0,0,32,29.622368686,0.0,0.0,1.0,0.0,0.0,0.0
0,8700,73069.0,14.0,0,0,240.0,3,31,37.897480893,0.0,0.0,1.0,0.0,0.0,0.0
0,11800,51246.0,11.0,0,0,306.0,2,13,32.500059069,0.0,1.0,0.0,0.0,0.0,1.0
0,21100,81406.0,10.0,1,0,75.0,2,27,36.760275709,0.0,0.0,0.0,0.0,0.0,0.0
1,50200,271676.0,16.0,0,0,147.0,1,20,42.926580203,0.0,0.0,0.0,0.0,0.0,0.0
1,18600,61808.0,12.0,0,0,47.0,0,8,40.852927503,0.0,1.0,0.0,0.0,0.0,1.0
0,9800,65481.0,10.0,0,0,101.0,2,33,36.878297002,0.0,1.0,0.0,0.0,0.0,1.0
0,7800,30320.0,2.0,0,0,295.0,0,13,23.245673006,0.0,1.0,0.0,0.0,0.0,0.0
0,7200,86484.0,4.0,0,0,181.0,1,21,20.099049784,0.0,1.0,0.0,0.0,0.0,0.0
1,3200,40834.0,7.0,0,0,298.0,0,7,35.553538789,0.0,1.0,0.0,0.0,0.0,1.0
0,14900,81390.0,12.0,0,2,171.0,0,14,34.749171693,0.0,0.0,1.0,0.0,0.0,1.0
0,25100,187441.0,3.0,0,0,170.0,0,16,41.52143161,0.0,0.0,0.0,0.0,1.0,1.0
0,22800,101288.0,20.0,0,0,188.0,0,12,40.351902286,0.0,1.0,0.0,0.0,0.0,0.0
1,45000,115000.0,7.0,0,1,130.0,0,22,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,18800,90325.0,0.0,1,1,113.0,2,25,33.162271481,0.0,1.0,0.0,0.0,0.0,0.0
0,5400,75254.0,7.0,0,0,181.0,1,21,23.163742947,0.0,1.0,0.0,0.0,0.0,0.0
0,16700,107919.0,10.0,0,0,260.0,0,11,36.824339033,0.0,0.0,1.0,0.0,0.0,1.0
1,5500,43132.0,7.0,0,0,181.0,1,21,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,12200,72971.0,2.0,0,0,167.0,1,16,34.709643927,0.0,1.0,0.0,0.0,0.0,0.0
0,12700,58714.0,29.0,0,0,231.0,0,19,20.637917598,0.0,1.0,0.0,0.0,0.0,0.0
0,12700,73541.0,1.0,0,0,158.0,2,35,41.651691707,0.0,0.0,1.0,0.0,0.0,0.0
0,12500,31843.0,7.0,0,1,108.0,0,16,19.300854446,1.0,0.0,0.0,0.0,0.0,0.0
0,15400,43899.0,0.0,0,0,325.0,1,9,27.77956059,0.0,1.0,0.0,0.0,0.0,1.0
0,25000,35000.0,10.0,1,1,89.0,3,14,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,15600,106389.0,0.0,0,0,279.0,2,21,40.108259064,0.0,0.0,1.0,0.0,0.0,0.0
1,13000,58000.0,18.0,3,2,67.0,4,7,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,33500,117729.0,11.0,0,0,62.0,0,35,25.461614071,0.0,0.0,0.0,0.0,0.0,0.0
0,27800,229116.0,0.0,0,0,298.0,0,32,43.520428182,0.0,0.0,1.0,0.0,0.0,0.0
0,17500,163401.0,0.0,0,0,208.0,1,18,37.82861717,0.0,0.0,0.0,0.0,0.0,0.0
0,17500,194027.0,7.0,0,0,169.0,1,15,29.113651196,0.0,1.0,0.0,0.0,0.0,0.0
0,20400,100316.0,0.0,0,4,167.0,0,46,35.526227509,1.0,0.0,0.0,0.0,0.0,0.0
0,25400,96327.0,17.0,0,0,111.0,1,16,33.760748359,0.0,1.0,0.0,0.0,0.0,0.0
0,7100,54378.0,5.0,0,0,85.0,0,17,22.861199646,0.0,1.0,0.0,0.0,0.0,1.0
0,12900,66162.0,4.0,0,0,171.0,0,14,39.248014917,0.0,1.0,0.0,0.0,0.0,0.0
0,15000,118300.0,0.4,0,3,263.0,1,30,34.749171693,1.0,0.0,0.0,0.0,0.0,0.0
0,8200,176244.0,8.0,0,0,197.0,0,20,34.745743152,0.0,1.0,0.0,0.0,0.0,0.0
0,4500,49044.0,0.0,0,0,300.0,0,0,11.652738796,0.0,1.0,0.0,0.0,0.0,1.0
0,20000,130063.0,2.0,0,0,324.0,2,21,32.314419378,0.0,1.0,0.0,0.0,0.0,1.0
0,12800,227737.0,11.0,0,0,225.0,0,22,31.12184071,0.0,0.0,1.0,0.0,0.0,1.0
0,60500,70207.0,3.0,0,0,96.0,0,21,29.36696636,0.0,1.0,0.0,0.0,0.0,0.0
0,8700,82518.0,1.0,0,0,105.0,0,7,36.44893885,0.0,1.0,0.0,0.0,0.0,1.0
0,15200,95124.0,13.0,0,1,270.0,0,22,29.160140823,0.0,1.0,0.0,0.0,0.0,1.0
0,87500,86794.0,15.0,0,0,224.0,0,16,36.753652674,0.0,1.0,0.0,0.0,0.0,0.0
0,10100,47377.0,9.0,0,0,67.0,0,3,35.690193036,0.0,1.0,0.0,0.0,0.0,1.0
0,16300,89756.0,2.0,0,0,193.0,0,30,31.413585832,0.0,1.0,0.0,0.0,0.0,0.0
0,15000,105000.0,2.0,1,3,142.0,1,24,34.749171693,1.0,0.0,0.0,0.0,0.0,1.0
0,8300,57839.0,3.0,0,0,96.0,0,20,36.210351332,0.0,1.0,0.0,0.0,0.0,0.0
0,30800,44735.0,1.0,0,0,66.0,0,7,13.783965436,0.0,1.0,0.0,0.0,0.0,0.0
0,16700,29387.0,13.0,0,0,81.0,2,8,33.364491337,0.0,1.0,0.0,0.0,0.0,0.0
1,12800,124500.0,7.0,1,0,204.0,2,40,34.749171693,0.0,0.0,0.0,1.0,0.0,0.0
0,20000,277500.0,3.0,0,0,194.0,0,15,34.749171693,0.0,0.0,0.0,0.0,0.0,1.0
0,10900,76207.0,7.0,0,0,181.0,1,21,22.392611597,0.0,1.0,0.0,0.0,0.0,0.0
0,13500,69336.0,29.0,1,2,183.0,1,24,35.51267298,0.0,1.0,0.0,0.0,0.0,1.0
1,10000,123370.0,15.0,2,0,90.0,1,4,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,8700,81315.0,6.0,0,0,98.0,2,14,26.620897734,1.0,0.0,0.0,0.0,0.0,0.0
0,6900,68443.0,7.0,1,3,106.0,2,10,40.717668846,0.0,0.0,0.0,0.0,0.0,0.0
0,9600,61773.0,1.0,0,0,171.0,1,20,38.005289312,1.0,0.0,0.0,0.0,0.0,0.0
0,40700,64714.0,7.0,1,0,299.0,0,19,16.5302805,1.0,0.0,0.0,0.0,0.0,1.0
0,22300,105292.0,8.0,0,0,96.0,2,17,35.755106732,1.0,0.0,0.0,0.0,0.0,0.0
0,27400,121625.0,7.0,1,0,154.0,0,27,33.373813672,0.0,0.0,0.0,0.0,0.0,0.0
0,51800,251643.0,5.0,0,0,258.0,1,33,40.174064762,0.0,0.0,1.0,0.0,0.0,0.0
0,19000,190300.0,13.0,0,0,110.0,1,24,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,18300,95132.0,0.0,0,0,87.0,0,17,25.244046294,0.0,0.0,0.0,0.0,0.0,0.0
0,18500,95750.0,7.0,2,1,237.0,2,14,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,40500,113770.0,14.0,0,0,188.0,0,22,38.085328131,0.0,0.0,0.0,0.0,0.0,0.0
0,51500,90003.0,7.0,0,0,348.0,0,7,25.324001925,0.0,1.0,0.0,0.0,0.0,1.0
0,14400,48467.0,11.0,0,0,114.0,0,10,21.46972396,0.0,1.0,0.0,0.0,0.0,1.0
0,25300,87025.0,4.0,0,0,250.0,2,25,31.658786411,0.0,0.0,0.0,0.0,0.0,0.0
0,16600,95471.0,6.0,0,0,188.0,4,19,40.453753155,0.0,1.0,0.0,0.0,0.0,0.0
0,23400,105005.0,7.0,0,0,187.0,1,24,37.889768706,0.0,1.0,0.0,0.0,0.0,0.0
0,18100,72200.0,11.0,0,0,178.0,0,42,40.574022482,0.0,0.0,1.0,0.0,0.0,0.0
0,25200,75569.0,25.0,1,1,282.0,1,30,40.874619093,0.0,1.0,0.0,0.0,0.0,0.0
0,15300,102094.0,0.0,0,2,33.0,1,10,40.104809597,0.0,1.0,0.0,0.0,0.0,1.0
1,13000,88772.0,9.0,1,0,133.0,0,14,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,24500,107559.0,18.0,0,0,195.0,0,12,39.210169634,0.0,1.0,0.0,0.0,0.0,0.0
0,11500,69864.0,4.0,0,1,313.0,0,9,31.181801354,0.0,1.0,0.0,0.0,0.0,0.0
0,16600,100221.0,1.0,0,0,90.0,0,17,25.708393802,0.0,0.0,0.0,0.0,0.0,0.0
0,17800,95639.0,7.0,0,0,180.0,1,9,33.142257222,0.0,1.0,0.0,0.0,0.0,0.0
0,26300,122531.0,10.0,0,1,128.0,0,18,27.837509605,0.0,0.0,1.0,0.0,0.0,0.0
1,22400,139654.0,10.0,0,0,181.0,1,21,35.236265235,1.0,0.0,0.0,0.0,0.0,0.0
0,18900,120119.0,7.0,0,0,293.0,1,19,30.681688914,0.0,1.0,0.0,0.0,0.0,0.0
0,69600,293252.0,10.0,0,0,208.0,2,24,27.761644137,0.0,0.0,0.0,0.0,1.0,0.0
0,11500,89099.0,9.0,0,0,169.0,0,11,40.174430056,0.0,0.0,1.0,0.0,0.0,0.0
0,7400,44651.0,2.0,0,0,272.0,0,25,42.930043097,0.0,1.0,0.0,0.0,0.0,1.0
0,33500,42013.0,3.0,0,2,202.0,2,50,41.644794258,0.0,0.0,0.0,0.0,0.0,0.0
0,23000,90989.0,4.0,0,0,180.0,1,16,38.630946734,1.0,0.0,0.0,0.0,0.0,0.0
0,43200,466755.0,3.0,0,0,312.0,4,15,42.62357404,0.0,0.0,1.0,0.0,0.0,1.0
